can_id,fill_level,battery_level,overflow_flag,log_time
1,13.05,92.12,False,2026-03-14 01:51:31.935883
1,13.17,92.09,False,2026-03-14 02:51:31.935883
1,13.21,92.05,False,2026-03-14 03:51:31.935883
1,13.61,92.01,False,2026-03-14 04:51:31.935883
1,14.09,92.0,False,2026-03-14 05:51:31.935883
1,14.9,91.96,False,2026-03-14 06:51:31.935883
1,15.76,91.94,False,2026-03-14 07:51:31.935883
1,20.31,91.9,False,2026-03-14 08:51:31.935883
1,23.88,91.86,False,2026-03-14 09:51:31.935883
1,28.73,91.84,False,2026-03-14 10:51:31.935883
1,29.42,91.81,False,2026-03-14 11:51:31.935883
1,33.47,91.78,False,2026-03-14 12:51:31.935883
1,35.89,91.74,False,2026-03-14 13:51:31.935883
1,38.52,91.71,False,2026-03-14 14:51:31.935883
1,40.07,91.66,False,2026-03-14 15:51:31.935883
1,40.64,91.64,False,2026-03-14 16:51:31.935883
1,44.77,91.6,False,2026-03-14 17:51:31.935883
1,47.3,91.58,False,2026-03-14 18:51:31.935883
1,51.47,91.55,False,2026-03-14 19:51:31.935883
1,52.4,91.51,False,2026-03-14 20:51:31.935883
1,52.92,91.47,False,2026-03-14 21:51:31.935883
1,54.87,91.45,False,2026-03-14 22:51:31.935883
1,56.56,91.43,False,2026-03-14 23:51:31.935883
1,56.99,91.39,False,2026-03-15 00:51:31.935883
1,57.07,91.38,False,2026-03-15 01:51:31.935883
1,57.13,91.34,False,2026-03-15 02:51:31.935883
1,57.44,91.31,False,2026-03-15 03:51:31.935883
1,57.82,91.3,False,2026-03-15 04:51:31.935883
1,57.97,91.27,False,2026-03-15 05:51:31.935883
1,59.25,91.24,False,2026-03-15 06:51:31.935883
1,61.14,91.22,False,2026-03-15 07:51:31.935883
1,64.55,91.2,False,2026-03-15 08:51:31.935883
1,68.65,91.18,False,2026-03-15 09:51:31.935883
1,72.25,91.13,False,2026-03-15 10:51:31.935883
1,74.21,91.1,False,2026-03-15 11:51:31.935883
1,78.17,91.08,False,2026-03-15 12:51:31.935883
1,81.45,91.05,False,2026-03-15 13:51:31.935883
1,10.43,91.02,False,2026-03-15 14:51:31.935883
1,12.43,91.0,False,2026-03-15 15:51:31.935883
1,13.27,90.95,False,2026-03-15 16:51:31.935883
1,16.79,90.93,False,2026-03-15 17:51:31.935883
1,21.67,90.9,False,2026-03-15 18:51:31.935883
1,25.21,90.87,False,2026-03-15 19:51:31.935883
1,26.4,90.83,False,2026-03-15 20:51:31.935883
1,28.19,90.79,False,2026-03-15 21:51:31.935883
1,30.17,90.75,False,2026-03-15 22:51:31.935883
1,31.84,90.7,False,2026-03-15 23:51:31.935883
1,31.96,90.65,False,2026-03-16 00:51:31.935883
1,32.23,90.64,False,2026-03-16 01:51:31.935883
1,32.37,90.63,False,2026-03-16 02:51:31.935883
1,32.5,90.59,False,2026-03-16 03:51:31.935883
1,32.86,90.54,False,2026-03-16 04:51:31.935883
1,33.28,90.53,False,2026-03-16 05:51:31.935883
1,35.23,90.51,False,2026-03-16 06:51:31.935883
1,36.19,90.47,False,2026-03-16 07:51:31.935883
1,39.88,90.45,False,2026-03-16 08:51:31.935883
1,42.68,90.41,False,2026-03-16 09:51:31.935883
1,46.4,90.39,False,2026-03-16 10:51:31.935883
1,47.32,90.35,False,2026-03-16 11:51:31.935883
1,49.58,90.3,False,2026-03-16 12:51:31.935883
1,53.94,90.28,False,2026-03-16 13:51:31.935883
1,58.55,90.24,False,2026-03-16 14:51:31.935883
1,59.44,90.21,False,2026-03-16 15:51:31.935883
1,60.13,90.19,False,2026-03-16 16:51:31.935883
1,63.87,90.14,False,2026-03-16 17:51:31.935883
1,68.19,90.12,False,2026-03-16 18:51:31.935883
1,70.58,90.08,False,2026-03-16 19:51:31.935883
1,71.86,90.06,False,2026-03-16 20:51:31.935883
1,73.57,90.03,False,2026-03-16 21:51:31.935883
1,74.84,90.0,False,2026-03-16 22:51:31.935883
1,76.08,89.98,False,2026-03-16 23:51:31.935883
1,76.14,89.95,False,2026-03-17 00:51:31.935883
1,76.41,89.92,False,2026-03-17 01:51:31.935883
1,76.65,89.91,False,2026-03-17 02:51:31.935883
1,77.02,89.86,False,2026-03-17 03:51:31.935883
1,77.07,89.84,False,2026-03-17 04:51:31.935883
1,77.14,89.8,False,2026-03-17 05:51:31.935883
1,78.8,89.76,False,2026-03-17 06:51:31.935883
1,79.42,89.72,False,2026-03-17 07:51:31.935883
1,82.08,89.69,False,2026-03-17 08:51:31.935883
1,12.18,89.67,False,2026-03-17 09:51:31.935883
1,14.28,89.64,False,2026-03-17 10:51:31.935883
1,16.21,89.62,False,2026-03-17 11:51:31.935883
1,19.95,89.6,False,2026-03-17 12:51:31.935883
1,23.53,89.59,False,2026-03-17 13:51:31.935883
1,27.41,89.55,False,2026-03-17 14:51:31.935883
1,28.28,89.51,False,2026-03-17 15:51:31.935883
1,29.05,89.49,False,2026-03-17 16:51:31.935883
1,33.21,89.48,False,2026-03-17 17:51:31.935883
1,37.33,89.45,False,2026-03-17 18:51:31.935883
1,40.0,89.44,False,2026-03-17 19:51:31.935883
1,40.78,89.4,False,2026-03-17 20:51:31.935883
1,41.42,89.37,False,2026-03-17 21:51:31.935883
1,42.3,89.32,False,2026-03-17 22:51:31.935883
1,43.22,89.31,False,2026-03-17 23:51:31.935883
1,43.43,89.26,False,2026-03-18 00:51:31.935883
1,43.68,89.24,False,2026-03-18 01:51:31.935883
1,43.95,89.2,False,2026-03-18 02:51:31.935883
1,44.17,89.17,False,2026-03-18 03:51:31.935883
1,44.49,89.14,False,2026-03-18 04:51:31.935883
1,44.53,89.13,False,2026-03-18 05:51:31.935883
1,46.51,89.11,False,2026-03-18 06:51:31.935883
1,48.25,89.06,False,2026-03-18 07:51:31.935883
1,53.23,89.02,False,2026-03-18 08:51:31.935883
1,58.1,89.0,False,2026-03-18 09:51:31.935883
1,62.25,88.97,False,2026-03-18 10:51:31.935883
1,63.63,88.96,False,2026-03-18 11:51:31.935883
1,66.12,88.92,False,2026-03-18 12:51:31.935883
1,69.36,88.91,False,2026-03-18 13:51:31.935883
1,74.24,88.87,False,2026-03-18 14:51:31.935883
1,75.92,88.86,False,2026-03-18 15:51:31.935883
1,77.35,88.81,False,2026-03-18 16:51:31.935883
1,79.77,88.77,False,2026-03-18 17:51:31.935883
1,82.31,88.73,False,2026-03-18 18:51:31.935883
1,11.76,88.72,False,2026-03-18 19:51:31.935883
1,12.61,88.69,False,2026-03-18 20:51:31.935883
1,13.43,88.65,False,2026-03-18 21:51:31.935883
1,13.96,88.62,False,2026-03-18 22:51:31.935883
1,14.97,88.6,False,2026-03-18 23:51:31.935883
1,15.25,88.57,False,2026-03-19 00:51:31.935883
1,15.54,88.56,False,2026-03-19 01:51:31.935883
1,16.04,88.53,False,2026-03-19 02:51:31.935883
1,16.08,88.5,False,2026-03-19 03:51:31.935883
1,16.47,88.46,False,2026-03-19 04:51:31.935883
1,16.72,88.43,False,2026-03-19 05:51:31.935883
1,18.46,88.41,False,2026-03-19 06:51:31.935883
1,19.03,88.39,False,2026-03-19 07:51:31.935883
1,22.68,88.35,False,2026-03-19 08:51:31.935883
1,26.42,88.3,False,2026-03-19 09:51:31.935883
1,29.15,88.29,False,2026-03-19 10:51:31.935883
1,29.72,88.27,False,2026-03-19 11:51:31.935883
1,33.84,88.23,False,2026-03-19 12:51:31.935883
1,38.24,88.19,False,2026-03-19 13:51:31.935883
1,41.34,88.17,False,2026-03-19 14:51:31.935883
1,42.13,88.14,False,2026-03-19 15:51:31.935883
1,43.62,88.11,False,2026-03-19 16:51:31.935883
1,45.87,88.07,False,2026-03-19 17:51:31.935883
1,48.12,88.05,False,2026-03-19 18:51:31.935883
1,52.19,88.01,False,2026-03-19 19:51:31.935883
1,54.01,87.99,False,2026-03-19 20:51:31.935883
1,55.15,87.97,False,2026-03-19 21:51:31.935883
1,55.9,87.94,False,2026-03-19 22:51:31.935883
1,56.64,87.9,False,2026-03-19 23:51:31.935883
1,56.94,87.87,False,2026-03-20 00:51:31.935883
1,57.08,87.85,False,2026-03-20 01:51:31.935883
1,57.55,87.81,False,2026-03-20 02:51:31.935883
1,58.01,87.8,False,2026-03-20 03:51:31.935883
1,58.05,87.78,False,2026-03-20 04:51:31.935883
1,58.21,87.75,False,2026-03-20 05:51:31.935883
1,59.6,87.74,False,2026-03-20 06:51:31.935883
1,61.43,87.72,False,2026-03-20 07:51:31.935883
1,63.63,87.7,False,2026-03-20 08:51:31.935883
1,66.33,87.66,False,2026-03-20 09:51:31.935883
1,70.2,87.64,False,2026-03-20 10:51:31.935883
1,71.08,87.63,False,2026-03-20 11:51:31.935883
1,73.34,87.58,False,2026-03-20 12:51:31.935883
1,77.7,87.54,False,2026-03-20 13:51:31.935883
1,82.35,87.5,False,2026-03-20 14:51:31.935883
1,10.56,87.48,False,2026-03-20 15:51:31.935883
1,12.46,87.44,False,2026-03-20 16:51:31.935883
1,14.96,87.42,False,2026-03-20 17:51:31.935883
1,17.57,87.4,False,2026-03-20 18:51:31.935883
1,21.25,87.35,False,2026-03-20 19:51:31.935883
1,22.82,87.34,False,2026-03-20 20:51:31.935883
1,24.6,87.3,False,2026-03-20 21:51:31.935883
1,25.2,87.29,False,2026-03-20 22:51:31.935883
1,25.96,87.27,False,2026-03-20 23:51:31.935883
1,26.3,87.25,False,2026-03-21 00:51:31.935883
1,26.71,87.21,False,2026-03-21 01:51:31.935883
1,27.05,87.19,False,2026-03-21 02:51:31.935883
1,27.07,87.17,False,2026-03-21 03:51:31.935883
1,27.34,87.14,False,2026-03-21 04:51:31.935883
1,27.66,87.09,False,2026-03-21 05:51:31.935883
1,28.38,87.05,False,2026-03-21 06:51:31.935883
1,29.78,87.03,False,2026-03-21 07:51:31.935883
1,32.06,86.99,False,2026-03-21 08:51:31.935883
1,36.75,86.95,False,2026-03-21 09:51:31.935883
1,39.78,86.92,False,2026-03-21 10:51:31.935883
1,40.54,86.89,False,2026-03-21 11:51:31.935883
1,43.87,86.87,False,2026-03-21 12:51:31.935883
1,46.69,86.86,False,2026-03-21 13:51:31.935883
1,51.22,86.81,False,2026-03-21 14:51:31.935883
1,52.28,86.8,False,2026-03-21 15:51:31.935883
1,54.16,86.78,False,2026-03-21 16:51:31.935883
1,58.96,86.74,False,2026-03-21 17:51:31.935883
1,62.95,86.69,False,2026-03-21 18:51:31.935883
1,65.05,86.65,False,2026-03-21 19:51:31.935883
1,66.01,86.61,False,2026-03-21 20:51:31.935883
1,67.91,86.6,False,2026-03-21 21:51:31.935883
1,68.71,86.56,False,2026-03-21 22:51:31.935883
1,70.21,86.55,False,2026-03-21 23:51:31.935883
1,70.23,86.53,False,2026-03-22 00:51:31.935883
1,70.42,86.49,False,2026-03-22 01:51:31.935883
1,70.67,86.46,False,2026-03-22 02:51:31.935883
1,71.13,86.42,False,2026-03-22 03:51:31.935883
1,71.41,86.4,False,2026-03-22 04:51:31.935883
1,71.56,86.35,False,2026-03-22 05:51:31.935883
1,73.54,86.33,False,2026-03-22 06:51:31.935883
1,75.23,86.32,False,2026-03-22 07:51:31.935883
1,79.98,86.29,False,2026-03-22 08:51:31.935883
1,83.52,86.26,False,2026-03-22 09:51:31.935883
1,7.72,86.25,False,2026-03-22 10:51:31.935883
1,8.37,86.23,False,2026-03-22 11:51:31.935883
1,12.53,86.19,False,2026-03-22 12:51:31.935883
1,17.08,86.17,False,2026-03-22 13:51:31.935883
1,22.05,86.14,False,2026-03-22 14:51:31.935883
1,23.61,86.09,False,2026-03-22 15:51:31.935883
1,24.52,86.06,False,2026-03-22 16:51:31.935883
1,27.94,86.05,False,2026-03-22 17:51:31.935883
1,31.66,86.02,False,2026-03-22 18:51:31.935883
1,34.22,86.0,False,2026-03-22 19:51:31.935883
1,35.09,85.98,False,2026-03-22 20:51:31.935883
1,36.16,85.95,False,2026-03-22 21:51:31.935883
1,37.57,85.93,False,2026-03-22 22:51:31.935883
1,38.32,85.91,False,2026-03-22 23:51:31.935883
1,38.43,85.89,False,2026-03-23 00:51:31.935883
1,38.69,85.87,False,2026-03-23 01:51:31.935883
1,38.93,85.85,False,2026-03-23 02:51:31.935883
1,39.18,85.81,False,2026-03-23 03:51:31.935883
1,39.49,85.79,False,2026-03-23 04:51:31.935883
1,39.73,85.76,False,2026-03-23 05:51:31.935883
1,41.62,85.72,False,2026-03-23 06:51:31.935883
1,42.48,85.68,False,2026-03-23 07:51:31.935883
1,45.63,85.64,False,2026-03-23 08:51:31.935883
1,50.35,85.62,False,2026-03-23 09:51:31.935883
1,55.02,85.6,False,2026-03-23 10:51:31.935883
1,56.28,85.57,False,2026-03-23 11:51:31.935883
1,60.76,85.54,False,2026-03-23 12:51:31.935883
1,65.13,85.52,False,2026-03-23 13:51:31.935883
1,69.4,85.49,False,2026-03-23 14:51:31.935883
1,70.5,85.45,False,2026-03-23 15:51:31.935883
1,71.71,85.42,False,2026-03-23 16:51:31.935883
1,74.02,85.41,False,2026-03-23 17:51:31.935883
1,78.81,85.37,False,2026-03-23 18:51:31.935883
1,82.36,85.33,False,2026-03-23 19:51:31.935883
1,8.45,85.3,False,2026-03-23 20:51:31.935883
1,9.55,85.25,False,2026-03-23 21:51:31.935883
1,10.78,85.21,False,2026-03-23 22:51:31.935883
1,12.44,85.2,False,2026-03-23 23:51:31.935883
1,12.45,85.16,False,2026-03-24 00:51:31.935883
1,12.79,85.11,False,2026-03-24 01:51:31.935883
1,12.97,85.08,False,2026-03-24 02:51:31.935883
1,13.11,85.03,False,2026-03-24 03:51:31.935883
1,13.34,84.98,False,2026-03-24 04:51:31.935883
1,13.46,84.97,False,2026-03-24 05:51:31.935883
1,14.96,84.93,False,2026-03-24 06:51:31.935883
1,16.25,84.89,False,2026-03-24 07:51:31.935883
1,20.25,84.84,False,2026-03-24 08:51:31.935883
1,24.63,84.82,False,2026-03-24 09:51:31.935883
1,27.42,84.77,False,2026-03-24 10:51:31.935883
1,28.3,84.75,False,2026-03-24 11:51:31.935883
1,30.57,84.7,False,2026-03-24 12:51:31.935883
1,35.01,84.65,False,2026-03-24 13:51:31.935883
1,37.36,84.63,False,2026-03-24 14:51:31.935883
1,39.25,84.59,False,2026-03-24 15:51:31.935883
1,40.31,84.57,False,2026-03-24 16:51:31.935883
1,43.69,84.56,False,2026-03-24 17:51:31.935883
1,48.63,84.52,False,2026-03-24 18:51:31.935883
1,51.55,84.5,False,2026-03-24 19:51:31.935883
1,53.05,84.46,False,2026-03-24 20:51:31.935883
1,54.04,84.43,False,2026-03-24 21:51:31.935883
1,54.79,84.42,False,2026-03-24 22:51:31.935883
1,55.7,84.4,False,2026-03-24 23:51:31.935883
1,55.91,84.35,False,2026-03-25 00:51:31.935883
1,56.19,84.3,False,2026-03-25 01:51:31.935883
1,56.52,84.29,False,2026-03-25 02:51:31.935883
1,56.57,84.27,False,2026-03-25 03:51:31.935883
1,56.7,84.22,False,2026-03-25 04:51:31.935883
1,56.84,84.19,False,2026-03-25 05:51:31.935883
1,57.64,84.14,False,2026-03-25 06:51:31.935883
1,59.12,84.11,False,2026-03-25 07:51:31.935883
1,63.5,84.09,False,2026-03-25 08:51:31.935883
1,66.06,84.06,False,2026-03-25 09:51:31.935883
1,69.36,84.04,False,2026-03-25 10:51:31.935883
1,70.45,83.99,False,2026-03-25 11:51:31.935883
1,72.6,83.98,False,2026-03-25 12:51:31.935883
1,77.5,83.95,False,2026-03-25 13:51:31.935883
1,82.22,83.91,False,2026-03-25 14:51:31.935883
1,9.2,83.89,False,2026-03-25 15:51:31.935883
1,10.45,83.86,False,2026-03-25 16:51:31.935883
1,14.33,83.82,False,2026-03-25 17:51:31.935883
1,17.03,83.77,False,2026-03-25 18:51:31.935883
1,21.69,83.75,False,2026-03-25 19:51:31.935883
1,22.57,83.71,False,2026-03-25 20:51:31.935883
1,23.16,83.7,False,2026-03-25 21:51:31.935883
1,23.81,83.68,False,2026-03-25 22:51:31.935883
1,24.83,83.63,False,2026-03-25 23:51:31.935883
1,25.24,83.59,False,2026-03-26 00:51:31.935883
1,25.61,83.58,False,2026-03-26 01:51:31.935883
1,26.03,83.55,False,2026-03-26 02:51:31.935883
1,26.25,83.5,False,2026-03-26 03:51:31.935883
1,26.55,83.46,False,2026-03-26 04:51:31.935883
1,26.88,83.43,False,2026-03-26 05:51:31.935883
1,28.51,83.38,False,2026-03-26 06:51:31.935883
1,29.65,83.33,False,2026-03-26 07:51:31.935883
1,33.89,83.3,False,2026-03-26 08:51:31.935883
1,36.51,83.28,False,2026-03-26 09:51:31.935883
1,39.09,83.25,False,2026-03-26 10:51:31.935883
1,40.81,83.2,False,2026-03-26 11:51:31.935883
1,42.88,83.17,False,2026-03-26 12:51:31.935883
1,46.5,83.14,False,2026-03-26 13:51:31.935883
1,50.06,83.09,False,2026-03-26 14:51:31.935883
1,51.41,83.06,False,2026-03-26 15:51:31.935883
1,52.9,83.02,False,2026-03-26 16:51:31.935883
1,57.9,82.97,False,2026-03-26 17:51:31.935883
1,61.45,82.96,False,2026-03-26 18:51:31.935883
1,66.34,82.93,False,2026-03-26 19:51:31.935883
1,68.06,82.91,False,2026-03-26 20:51:31.935883
1,69.42,82.87,False,2026-03-26 21:51:31.935883
1,70.39,82.83,False,2026-03-26 22:51:31.935883
1,71.8,82.79,False,2026-03-26 23:51:31.935883
1,71.94,82.78,False,2026-03-27 00:51:31.935883
1,72.12,82.74,False,2026-03-27 01:51:31.935883
1,72.38,82.71,False,2026-03-27 02:51:31.935883
1,72.59,82.69,False,2026-03-27 03:51:31.935883
1,72.78,82.64,False,2026-03-27 04:51:31.935883
1,72.96,82.6,False,2026-03-27 05:51:31.935883
1,73.93,82.59,False,2026-03-27 06:51:31.935883
1,75.78,82.55,False,2026-03-27 07:51:31.935883
1,78.61,82.54,False,2026-03-27 08:51:31.935883
1,83.61,82.49,False,2026-03-27 09:51:31.935883
1,10.02,82.46,False,2026-03-27 10:51:31.935883
1,11.99,82.41,False,2026-03-27 11:51:31.935883
1,14.9,82.4,False,2026-03-27 12:51:31.935883
1,18.14,82.36,False,2026-03-27 13:51:31.935883
1,21.82,82.34,False,2026-03-27 14:51:31.935883
1,22.87,82.32,False,2026-03-27 15:51:31.935883
1,24.86,82.28,False,2026-03-27 16:51:31.935883
1,28.22,82.26,False,2026-03-27 17:51:31.935883
1,30.62,82.21,False,2026-03-27 18:51:31.935883
1,35.38,82.17,False,2026-03-27 19:51:31.935883
1,35.89,82.13,False,2026-03-27 20:51:31.935883
1,37.74,82.1,False,2026-03-27 21:51:31.935883
1,38.29,82.08,False,2026-03-27 22:51:31.935883
1,38.81,82.07,False,2026-03-27 23:51:31.935883
1,39.1,82.04,False,2026-03-28 00:51:31.935883
1,39.48,82.01,False,2026-03-28 01:51:31.935883
1,39.77,81.97,False,2026-03-28 02:51:31.935883
1,39.86,81.93,False,2026-03-28 03:51:31.935883
1,40.08,81.9,False,2026-03-28 04:51:31.935883
1,40.54,81.87,False,2026-03-28 05:51:31.935883
1,41.12,81.86,False,2026-03-28 06:51:31.935883
1,42.42,81.83,False,2026-03-28 07:51:31.935883
1,46.29,81.8,False,2026-03-28 08:51:31.935883
1,49.11,81.76,False,2026-03-28 09:51:31.935883
1,51.13,81.72,False,2026-03-28 10:51:31.935883
1,52.97,81.7,False,2026-03-28 11:51:31.935883
1,56.29,81.67,False,2026-03-28 12:51:31.935883
1,60.84,81.63,False,2026-03-28 13:51:31.935883
1,64.37,81.6,False,2026-03-28 14:51:31.935883
1,66.22,81.59,False,2026-03-28 15:51:31.935883
1,67.0,81.58,False,2026-03-28 16:51:31.935883
1,69.07,81.54,False,2026-03-28 17:51:31.935883
1,72.46,81.51,False,2026-03-28 18:51:31.935883
1,77.45,81.49,False,2026-03-28 19:51:31.935883
1,78.25,81.48,False,2026-03-28 20:51:31.935883
1,79.74,81.46,False,2026-03-28 21:51:31.935883
1,81.27,81.42,False,2026-03-28 22:51:31.935883
1,9.77,81.39,False,2026-03-28 23:51:31.935883
1,10.14,81.35,False,2026-03-29 00:51:31.935883
1,10.31,81.3,False,2026-03-29 01:51:31.935883
1,10.78,81.27,False,2026-03-29 02:51:31.935883
1,11.11,81.26,False,2026-03-29 03:51:31.935883
1,11.54,81.22,False,2026-03-29 04:51:31.935883
1,11.9,81.2,False,2026-03-29 05:51:31.935883
1,13.57,81.18,False,2026-03-29 06:51:31.935883
1,14.22,81.13,False,2026-03-29 07:51:31.935883
1,17.24,81.1,False,2026-03-29 08:51:31.935883
1,20.97,81.06,False,2026-03-29 09:51:31.935883
1,24.53,81.05,False,2026-03-29 10:51:31.935883
1,25.56,81.02,False,2026-03-29 11:51:31.935883
1,29.54,81.0,False,2026-03-29 12:51:31.935883
1,33.89,80.97,False,2026-03-29 13:51:31.935883
1,38.13,80.92,False,2026-03-29 14:51:31.935883
