can_id,before_level,after_level,emptied_at,note
3,80.62,5.49,2026-03-11 20:51:31.987931,mock_auto_empty
3,82.18,9.14,2026-03-13 13:51:31.987931,mock_auto_empty
3,80.08,6.79,2026-03-15 01:51:31.987931,mock_auto_empty
3,81.19,9.95,2026-03-16 14:51:31.987931,mock_auto_empty
3,80.44,8.23,2026-03-18 09:51:31.987931,mock_auto_empty
3,80.54,14.23,2026-03-19 19:51:31.987931,mock_auto_empty
3,80.71,8.47,2026-03-21 13:51:31.987931,mock_auto_empty
3,80.64,13.01,2026-03-23 09:51:31.987931,mock_auto_empty
3,84.02,6.65,2026-03-24 20:51:31.987931,mock_auto_empty
3,80.98,12.21,2026-03-26 18:51:31.987931,mock_auto_empty
3,80.95,9.2,2026-03-28 13:51:31.987931,mock_auto_empty
3,83.31,12.67,2026-03-30 09:51:31.987931,mock_auto_empty
3,81.14,7.29,2026-03-31 18:51:31.987931,mock_auto_empty
3,81.04,11.95,2026-04-02 13:51:31.987931,mock_auto_empty
3,80.31,6.42,2026-04-04 00:51:31.987931,mock_auto_empty
3,83.73,12.0,2026-04-05 18:51:31.987931,mock_auto_empty
3,83.25,6.38,2026-04-07 13:51:31.987931,mock_auto_empty
3,80.52,13.57,2026-04-09 08:51:31.987931,mock_auto_empty
3,81.54,9.23,2026-04-10 17:51:31.987931,mock_auto_empty
3,82.79,14.08,2026-04-12 13:51:31.987931,mock_auto_empty
3,80.11,4.27,2026-04-13 20:51:31.987931,mock_auto_empty
3,82.0,6.41,2026-04-15 15:51:31.987931,mock_auto_empty
3,84.48,7.38,2026-04-17 09:51:31.987931,mock_auto_empty
3,80.81,6.2,2026-04-18 19:51:31.987931,mock_auto_empty
3,80.66,14.27,2026-04-20 14:51:31.987931,mock_auto_empty
3,80.84,9.68,2026-04-22 09:51:31.987931,mock_auto_empty
3,81.93,8.88,2026-04-23 19:51:31.987931,mock_auto_empty
3,81.57,8.68,2026-04-25 15:51:31.987931,mock_auto_empty
3,81.75,8.74,2026-04-27 11:51:31.987931,mock_auto_empty
3,80.88,9.54,2026-04-28 23:51:31.987931,mock_auto_empty
3,82.29,8.24,2026-04-30 15:51:31.987931,mock_auto_empty
3,81.05,9.89,2026-05-02 10:51:31.987931,mock_auto_empty
3,82.19,7.98,2026-05-03 19:51:31.987931,mock_auto_empty
3,81.07,8.97,2026-05-05 13:51:31.987931,mock_auto_empty
3,81.32,8.72,2026-05-07 08:51:31.987931,mock_auto_empty
4,80.98,9.36,2026-03-10 15:51:32.011335,mock_auto_empty
4,82.56,9.23,2026-03-12 10:51:32.011335,mock_auto_empty
4,80.55,11.73,2026-03-13 19:51:32.011335,mock_auto_empty
4,80.42,5.87,2026-03-15 12:51:32.011335,mock_auto_empty
4,81.54,12.64,2026-03-17 10:51:32.011335,mock_auto_empty
4,80.9,7.16,2026-03-18 20:51:32.011335,mock_auto_empty
4,83.18,6.2,2026-03-20 14:51:32.011335,mock_auto_empty
4,82.7,8.84,2026-03-22 11:51:32.011335,mock_auto_empty
4,80.93,8.23,2026-03-23 23:51:32.011335,mock_auto_empty
4,80.34,6.28,2026-03-25 15:51:32.011335,mock_auto_empty
4,80.15,6.43,2026-03-27 10:51:32.011335,mock_auto_empty
4,81.58,8.66,2026-03-29 07:51:32.011335,mock_auto_empty
4,82.49,9.59,2026-03-30 19:51:32.011335,mock_auto_empty
4,83.18,10.52,2026-04-01 14:51:32.011335,mock_auto_empty
4,80.04,5.0,2026-04-03 04:51:32.011335,mock_auto_empty
4,82.05,8.19,2026-04-04 20:51:32.011335,mock_auto_empty
4,81.55,8.31,2026-04-06 13:51:32.011335,mock_auto_empty
4,84.43,6.98,2026-04-08 09:51:32.011335,mock_auto_empty
4,80.24,4.44,2026-04-09 22:51:32.011335,mock_auto_empty
4,83.64,8.85,2026-04-11 18:51:32.011335,mock_auto_empty
4,81.6,10.37,2026-04-13 14:51:32.011335,mock_auto_empty
4,81.61,9.64,2026-04-15 09:51:32.011335,mock_auto_empty
4,81.22,5.62,2026-04-16 20:51:32.011335,mock_auto_empty
4,81.87,12.51,2026-04-18 18:51:32.011335,mock_auto_empty
4,82.41,11.19,2026-04-20 13:51:32.011335,mock_auto_empty
4,80.15,4.69,2026-04-22 01:51:32.011335,mock_auto_empty
4,81.58,11.29,2026-04-23 15:51:32.011335,mock_auto_empty
4,80.59,4.61,2026-04-25 07:51:32.011335,mock_auto_empty
4,83.05,11.05,2026-04-26 19:51:32.011335,mock_auto_empty
4,81.49,6.11,2026-04-28 14:51:32.011335,mock_auto_empty
4,84.23,8.27,2026-04-30 14:51:32.011335,mock_auto_empty
4,80.57,8.31,2026-05-02 10:51:32.011335,mock_auto_empty
4,80.17,6.02,2026-05-04 05:51:32.011335,mock_auto_empty
4,82.96,6.16,2026-05-05 15:51:32.011335,mock_auto_empty
4,80.28,8.1,2026-05-07 10:51:32.011335,mock_auto_empty
5,80.58,10.74,2026-03-10 11:51:32.038175,mock_auto_empty
5,80.72,6.34,2026-03-11 23:51:32.038175,mock_auto_empty
5,82.95,10.74,2026-03-13 18:51:32.038175,mock_auto_empty
5,81.94,7.33,2026-03-15 11:51:32.038175,mock_auto_empty
5,81.04,10.01,2026-03-17 07:51:32.038175,mock_auto_empty
5,80.54,12.32,2026-03-18 19:51:32.038175,mock_auto_empty
5,84.07,11.31,2026-03-20 14:51:32.038175,mock_auto_empty
5,80.18,9.73,2026-03-22 09:51:32.038175,mock_auto_empty
5,82.83,9.76,2026-03-23 19:51:32.038175,mock_auto_empty
5,81.5,7.97,2026-03-25 14:51:32.038175,mock_auto_empty
5,80.09,7.46,2026-03-27 09:51:32.038175,mock_auto_empty
5,80.21,7.27,2026-03-29 03:51:32.038175,mock_auto_empty
5,83.78,8.0,2026-03-30 15:51:32.038175,mock_auto_empty
5,82.81,13.31,2026-04-01 10:51:32.038175,mock_auto_empty
5,81.12,8.63,2026-04-02 19:51:32.038175,mock_auto_empty
5,80.01,9.76,2026-04-04 13:51:32.038175,mock_auto_empty
5,80.09,10.75,2026-04-06 08:51:32.038175,mock_auto_empty
5,80.76,6.04,2026-04-07 20:51:32.038175,mock_auto_empty
5,81.22,12.17,2026-04-09 14:51:32.038175,mock_auto_empty
5,81.48,10.79,2026-04-11 11:51:32.038175,mock_auto_empty
5,84.19,7.95,2026-04-12 20:51:32.038175,mock_auto_empty
5,82.06,4.94,2026-04-14 15:51:32.038175,mock_auto_empty
5,82.77,7.99,2026-04-16 10:51:32.038175,mock_auto_empty
5,80.16,3.95,2026-04-18 05:51:32.038175,mock_auto_empty
5,81.45,13.07,2026-04-19 18:51:32.038175,mock_auto_empty
5,80.27,12.66,2026-04-21 12:51:32.038175,mock_auto_empty
5,81.4,6.47,2026-04-22 20:51:32.038175,mock_auto_empty
5,82.9,10.29,2026-04-24 18:51:32.038175,mock_auto_empty
5,82.01,4.61,2026-04-26 11:51:32.038175,mock_auto_empty
5,80.15,10.4,2026-04-28 08:51:32.038175,mock_auto_empty
5,81.49,9.69,2026-04-29 18:51:32.038175,mock_auto_empty
5,83.91,12.83,2026-05-01 13:51:32.038175,mock_auto_empty
5,80.23,10.59,2026-05-03 08:51:32.038175,mock_auto_empty
5,82.85,8.31,2026-05-04 19:51:32.038175,mock_auto_empty
5,80.72,5.44,2026-05-06 16:51:32.038175,mock_auto_empty
6,82.57,6.09,2026-03-10 10:51:32.067188,mock_auto_empty
6,81.46,5.19,2026-03-11 23:51:32.067188,mock_auto_empty
6,81.17,9.26,2026-03-13 17:51:32.067188,mock_auto_empty
6,80.95,11.09,2026-03-15 12:51:32.067188,mock_auto_empty
6,80.21,10.12,2026-03-17 05:51:32.067188,mock_auto_empty
6,83.37,4.57,2026-03-18 20:51:32.067188,mock_auto_empty
6,82.48,4.13,2026-03-20 20:51:32.067188,mock_auto_empty
6,80.97,12.53,2026-03-22 17:51:32.067188,mock_auto_empty
6,80.06,8.22,2026-03-24 11:51:32.067188,mock_auto_empty
6,80.09,7.28,2026-03-25 23:51:32.067188,mock_auto_empty
6,80.67,4.91,2026-03-27 15:51:32.067188,mock_auto_empty
6,80.86,5.01,2026-03-29 11:51:32.067188,mock_auto_empty
6,81.68,4.68,2026-03-30 23:51:32.067188,mock_auto_empty
6,80.6,6.91,2026-04-01 18:51:32.067188,mock_auto_empty
6,80.59,7.51,2026-04-03 14:51:32.067188,mock_auto_empty
6,81.35,7.51,2026-04-05 10:51:32.067188,mock_auto_empty
6,80.59,6.72,2026-04-06 22:51:32.067188,mock_auto_empty
6,80.71,5.2,2026-04-08 15:51:32.067188,mock_auto_empty
6,80.39,6.53,2026-04-10 10:51:32.067188,mock_auto_empty
6,80.2,5.26,2026-04-11 23:51:32.067188,mock_auto_empty
6,80.16,6.49,2026-04-13 17:51:32.067188,mock_auto_empty
6,83.17,9.05,2026-04-15 13:51:32.067188,mock_auto_empty
6,81.63,5.38,2026-04-17 00:51:32.067188,mock_auto_empty
6,80.75,8.23,2026-04-18 16:51:32.067188,mock_auto_empty
6,82.99,6.75,2026-04-20 13:51:32.067188,mock_auto_empty
6,81.79,11.07,2026-04-22 09:51:32.067188,mock_auto_empty
6,81.95,5.37,2026-04-23 20:51:32.067188,mock_auto_empty
6,82.49,8.13,2026-04-25 18:51:32.067188,mock_auto_empty
6,82.4,4.23,2026-04-27 15:51:32.067188,mock_auto_empty
6,84.05,8.01,2026-04-29 14:51:32.067188,mock_auto_empty
6,82.82,9.49,2026-05-01 10:51:32.067188,mock_auto_empty
6,80.52,5.59,2026-05-02 21:51:32.067188,mock_auto_empty
6,80.7,10.86,2026-05-04 18:51:32.067188,mock_auto_empty
6,81.9,12.32,2026-05-06 14:51:32.067188,mock_auto_empty
7,80.85,6.66,2026-03-10 13:51:32.092874,mock_auto_empty
7,81.77,8.4,2026-03-12 10:51:32.092874,mock_auto_empty
7,81.39,5.64,2026-03-13 20:51:32.092874,mock_auto_empty
7,80.64,7.9,2026-03-15 14:51:32.092874,mock_auto_empty
7,80.42,8.58,2026-03-17 11:51:32.092874,mock_auto_empty
7,80.68,7.54,2026-03-18 21:51:32.092874,mock_auto_empty
7,82.35,7.0,2026-03-20 18:51:32.092874,mock_auto_empty
7,80.06,10.25,2026-03-22 12:51:32.092874,mock_auto_empty
7,81.35,7.96,2026-03-24 11:51:32.092874,mock_auto_empty
7,81.2,6.07,2026-03-26 00:51:32.092874,mock_auto_empty
7,80.56,8.71,2026-03-27 18:51:32.092874,mock_auto_empty
7,83.43,12.71,2026-03-29 14:51:32.092874,mock_auto_empty
7,80.15,8.42,2026-03-31 08:51:32.092874,mock_auto_empty
7,81.86,10.22,2026-04-01 19:51:32.092874,mock_auto_empty
7,80.15,12.57,2026-04-03 14:51:32.092874,mock_auto_empty
7,80.15,8.19,2026-04-05 06:51:32.092874,mock_auto_empty
7,80.6,9.3,2026-04-06 18:51:32.092874,mock_auto_empty
7,82.46,7.41,2026-04-08 15:51:32.092874,mock_auto_empty
7,80.68,6.94,2026-04-10 10:51:32.092874,mock_auto_empty
7,81.33,4.43,2026-04-12 00:51:32.092874,mock_auto_empty
7,83.84,8.58,2026-04-13 19:51:32.092874,mock_auto_empty
7,82.89,5.72,2026-04-15 15:51:32.092874,mock_auto_empty
7,81.74,5.07,2026-04-17 11:51:32.092874,mock_auto_empty
7,83.71,5.27,2026-04-19 11:51:32.092874,mock_auto_empty
7,80.11,10.64,2026-04-20 23:51:32.092874,mock_auto_empty
7,82.32,9.41,2026-04-22 14:51:32.092874,mock_auto_empty
7,81.45,13.07,2026-04-24 10:51:32.092874,mock_auto_empty
7,80.34,7.97,2026-04-25 20:51:32.092874,mock_auto_empty
7,82.02,12.58,2026-04-27 14:51:32.092874,mock_auto_empty
7,82.54,8.05,2026-04-29 09:51:32.092874,mock_auto_empty
7,80.05,11.3,2026-04-30 19:51:32.092874,mock_auto_empty
7,81.59,11.86,2026-05-02 13:51:32.092874,mock_auto_empty
7,81.77,5.09,2026-05-04 07:51:32.092874,mock_auto_empty
7,81.6,10.0,2026-05-05 20:51:32.092874,mock_auto_empty
7,83.38,7.48,2026-05-07 15:51:32.092874,mock_auto_empty
8,82.6,6.9,2026-03-10 11:51:32.116297,mock_auto_empty
8,80.46,4.78,2026-03-12 00:51:32.116297,mock_auto_empty
8,81.17,7.2,2026-03-13 16:51:32.116297,mock_auto_empty
8,81.52,9.3,2026-03-15 10:51:32.116297,mock_auto_empty
8,80.07,9.1,2026-03-16 21:51:32.116297,mock_auto_empty
8,82.91,9.52,2026-03-18 14:51:32.116297,mock_auto_empty
8,84.53,5.1,2026-03-20 11:51:32.116297,mock_auto_empty
8,80.31,9.92,2026-03-22 08:51:32.116297,mock_auto_empty
8,83.48,5.91,2026-03-23 19:51:32.116297,mock_auto_empty
8,80.1,6.77,2026-03-25 16:51:32.116297,mock_auto_empty
8,81.99,9.93,2026-03-27 10:51:32.116297,mock_auto_empty
8,80.46,5.63,2026-03-28 19:51:32.116297,mock_auto_empty
8,81.08,12.73,2026-03-30 17:51:32.116297,mock_auto_empty
8,80.73,8.73,2026-04-01 09:51:32.116297,mock_auto_empty
8,80.69,11.51,2026-04-02 19:51:32.116297,mock_auto_empty
8,80.21,11.22,2026-04-04 14:51:32.116297,mock_auto_empty
8,80.04,13.64,2026-04-06 09:51:32.116297,mock_auto_empty
8,81.55,8.39,2026-04-07 20:51:32.116297,mock_auto_empty
8,83.29,5.99,2026-04-09 14:51:32.116297,mock_auto_empty
8,81.85,6.72,2026-04-11 10:51:32.116297,mock_auto_empty
8,81.15,8.57,2026-04-12 20:51:32.116297,mock_auto_empty
8,81.01,10.19,2026-04-14 15:51:32.116297,mock_auto_empty
8,80.99,10.8,2026-04-16 11:51:32.116297,mock_auto_empty
8,80.93,8.63,2026-04-18 00:51:32.116297,mock_auto_empty
8,83.19,10.61,2026-04-19 15:51:32.116297,mock_auto_empty
8,80.82,7.85,2026-04-21 00:51:32.116297,mock_auto_empty
8,81.07,8.22,2026-04-22 18:51:32.116297,mock_auto_empty
8,80.52,10.5,2026-04-24 13:51:32.116297,mock_auto_empty
8,80.34,9.21,2026-04-26 06:51:32.116297,mock_auto_empty
8,82.38,14.5,2026-04-27 19:51:32.116297,mock_auto_empty
8,81.72,13.41,2026-04-29 13:51:32.116297,mock_auto_empty
8,80.6,13.77,2026-05-01 10:51:32.116297,mock_auto_empty
8,81.07,8.85,2026-05-03 00:51:32.116297,mock_auto_empty
8,81.55,9.98,2026-05-04 18:51:32.116297,mock_auto_empty
8,80.99,7.89,2026-05-06 13:51:32.116297,mock_auto_empty
9,82.6,5.98,2026-03-10 11:51:32.138434,mock_auto_empty
9,80.36,8.6,2026-03-12 07:51:32.138434,mock_auto_empty
9,80.36,5.11,2026-03-13 16:51:32.138434,mock_auto_empty
9,82.46,8.03,2026-03-15 10:51:32.138434,mock_auto_empty
9,80.24,9.53,2026-03-17 02:51:32.138434,mock_auto_empty
9,80.98,9.08,2026-03-18 15:51:32.138434,mock_auto_empty
9,82.92,12.07,2026-03-20 10:51:32.138434,mock_auto_empty
9,80.15,7.74,2026-03-21 23:51:32.138434,mock_auto_empty
9,80.54,7.09,2026-03-23 16:51:32.138434,mock_auto_empty
9,81.26,9.74,2026-03-25 14:51:32.138434,mock_auto_empty
9,80.72,9.2,2026-03-27 07:51:32.138434,mock_auto_empty
9,81.49,10.19,2026-03-28 19:51:32.138434,mock_auto_empty
9,80.24,6.38,2026-03-30 13:51:32.138434,mock_auto_empty
9,82.08,6.24,2026-04-01 11:51:32.138434,mock_auto_empty
9,80.35,3.27,2026-04-03 00:51:32.138434,mock_auto_empty
9,82.66,8.72,2026-04-04 20:51:32.138434,mock_auto_empty
9,80.52,11.09,2026-04-06 17:51:32.138434,mock_auto_empty
9,83.63,9.9,2026-04-08 11:51:32.138434,mock_auto_empty
9,81.34,6.21,2026-04-10 00:51:32.138434,mock_auto_empty
9,80.51,11.61,2026-04-11 17:51:32.138434,mock_auto_empty
9,80.03,6.45,2026-04-13 11:51:32.138434,mock_auto_empty
9,83.6,10.15,2026-04-15 09:51:32.138434,mock_auto_empty
9,82.61,10.73,2026-04-16 20:51:32.138434,mock_auto_empty
9,81.86,4.2,2026-04-18 15:51:32.138434,mock_auto_empty
9,81.55,10.26,2026-04-20 13:51:32.138434,mock_auto_empty
9,80.22,6.18,2026-04-22 04:51:32.138434,mock_auto_empty
9,80.61,4.13,2026-04-23 15:51:32.138434,mock_auto_empty
9,83.01,10.65,2026-04-25 13:51:32.138434,mock_auto_empty
9,80.76,5.15,2026-04-27 07:51:32.138434,mock_auto_empty
9,82.77,12.04,2026-04-28 18:51:32.138434,mock_auto_empty
9,80.56,11.9,2026-04-30 13:51:32.138434,mock_auto_empty
9,80.98,7.54,2026-05-02 08:51:32.138434,mock_auto_empty
9,80.32,9.18,2026-05-04 04:51:32.138434,mock_auto_empty
9,84.42,5.83,2026-05-05 18:51:32.138434,mock_auto_empty
9,83.46,11.61,2026-05-07 15:51:32.138434,mock_auto_empty
10,80.89,6.48,2026-03-10 11:51:32.159961,mock_auto_empty
10,81.33,8.0,2026-03-11 23:51:32.159961,mock_auto_empty
10,81.04,8.28,2026-03-13 18:51:32.159961,mock_auto_empty
10,80.67,10.6,2026-03-15 11:51:32.159961,mock_auto_empty
10,80.85,7.65,2026-03-16 21:51:32.159961,mock_auto_empty
10,81.51,8.25,2026-03-18 14:51:32.159961,mock_auto_empty
10,81.51,6.14,2026-03-20 11:51:32.159961,mock_auto_empty
10,80.97,10.96,2026-03-22 10:51:32.159961,mock_auto_empty
10,80.53,3.65,2026-03-23 21:51:32.159961,mock_auto_empty
10,84.03,7.77,2026-03-25 18:51:32.159961,mock_auto_empty
10,82.81,9.6,2026-03-27 13:51:32.159961,mock_auto_empty
10,80.15,11.01,2026-03-29 09:51:32.159961,mock_auto_empty
10,82.94,8.41,2026-03-30 20:51:32.159961,mock_auto_empty
10,80.36,6.23,2026-04-01 15:51:32.159961,mock_auto_empty
10,82.74,9.3,2026-04-03 10:51:32.159961,mock_auto_empty
10,80.79,5.59,2026-04-04 22:51:32.159961,mock_auto_empty
10,83.4,11.73,2026-04-06 19:51:32.159961,mock_auto_empty
10,81.59,6.56,2026-04-08 14:51:32.159961,mock_auto_empty
10,80.65,9.88,2026-04-10 11:51:32.159961,mock_auto_empty
10,80.23,5.49,2026-04-12 07:51:32.159961,mock_auto_empty
10,80.36,9.92,2026-04-13 21:51:32.159961,mock_auto_empty
10,82.07,4.26,2026-04-15 15:51:32.159961,mock_auto_empty
10,82.92,7.51,2026-04-17 11:51:32.159961,mock_auto_empty
10,80.65,7.93,2026-04-18 22:51:32.159961,mock_auto_empty
10,80.09,6.45,2026-04-20 15:51:32.159961,mock_auto_empty
10,80.12,8.76,2026-04-22 12:51:32.159961,mock_auto_empty
10,80.43,9.7,2026-04-24 02:51:32.159961,mock_auto_empty
10,80.34,9.48,2026-04-25 16:51:32.159961,mock_auto_empty
10,81.39,11.22,2026-04-27 10:51:32.159961,mock_auto_empty
10,83.08,5.37,2026-04-28 20:51:32.159961,mock_auto_empty
10,80.47,7.23,2026-04-30 16:51:32.159961,mock_auto_empty
10,80.98,8.04,2026-05-02 09:51:32.159961,mock_auto_empty
10,84.2,6.89,2026-05-03 19:51:32.159961,mock_auto_empty
10,80.74,5.72,2026-05-05 16:51:32.159961,mock_auto_empty
10,83.15,9.05,2026-05-07 13:51:32.159961,mock_auto_empty
