can_id,log_time,fill_level,fill_rate,hours_since_empty,hour_of_day,battery_level,needs_collection
1,2026-03-12 15:51:31.935883,30.28,3.3367,7.0,15,93.18,0
1,2026-03-12 16:51:31.935883,31.53,2.3733,8.0,16,93.16,0
1,2026-03-12 17:51:31.935883,35.25,2.2267,9.0,17,93.13,0
1,2026-03-12 18:51:31.935883,39.13,2.95,10.0,18,93.1,0
1,2026-03-12 19:51:31.935883,42.42,3.63,11.0,19,93.06,0
1,2026-03-12 20:51:31.935883,44.41,3.0533,12.0,20,93.02,0
1,2026-03-12 21:51:31.935883,45.98,2.2833,13.0,21,92.98,0
1,2026-03-12 22:51:31.935883,47.55,1.71,14.0,22,92.93,0
1,2026-03-12 23:51:31.935883,49.1,1.5633,15.0,23,92.91,0
1,2026-03-13 00:51:31.935883,49.32,1.1133,16.0,0,92.9,0
1,2026-03-13 01:51:31.935883,49.42,0.6233,17.0,1,92.87,0
1,2026-03-13 02:51:31.935883,49.82,0.24,18.0,2,92.84,0
1,2026-03-13 03:51:31.935883,50.31,0.33,19.0,3,92.8,0
1,2026-03-13 04:51:31.935883,50.81,0.4633,20.0,4,92.76,0
1,2026-03-13 05:51:31.935883,51.12,0.4333,21.0,5,92.75,0
1,2026-03-13 06:51:31.935883,52.57,0.7533,22.0,6,92.74,0
1,2026-03-13 07:51:31.935883,54.25,1.1467,23.0,7,92.71,0
1,2026-03-13 08:51:31.935883,58.77,2.55,24.0,8,92.68,1
1,2026-03-13 09:51:31.935883,60.77,2.7333,25.0,9,92.67,1
1,2026-03-13 10:51:31.935883,62.89,2.88,26.0,10,92.63,1
1,2026-03-13 11:51:31.935883,64.75,1.9933,27.0,11,92.59,0
1,2026-03-13 12:51:31.935883,67.08,2.1033,28.0,12,92.56,0
1,2026-03-13 13:51:31.935883,69.19,2.1,29.0,13,92.52,0
1,2026-03-13 14:51:31.935883,72.89,2.7133,30.0,14,92.48,1
1,2026-03-13 15:51:31.935883,74.86,2.5933,31.0,15,92.46,1
1,2026-03-13 16:51:31.935883,75.94,2.25,32.0,16,92.43,0
1,2026-03-13 17:51:31.935883,78.11,1.74,33.0,17,92.4,0
1,2026-03-13 18:51:31.935883,80.18,1.7733,34.0,18,92.35,0
1,2026-03-13 19:51:31.935883,7.95,-22.6633,35.0,19,92.31,0
1,2026-03-13 20:51:31.935883,9.61,-22.8333,1.0,20,92.27,0
1,2026-03-13 21:51:31.935883,10.62,-23.1867,2.0,21,92.23,0
1,2026-03-13 22:51:31.935883,12.37,1.4733,3.0,22,92.2,0
1,2026-03-13 23:51:31.935883,12.87,1.0867,4.0,23,92.17,0
1,2026-03-14 00:51:31.935883,12.91,0.7633,5.0,0,92.14,0
1,2026-03-14 01:51:31.935883,13.05,0.2267,6.0,1,92.12,0
1,2026-03-14 02:51:31.935883,13.17,0.1,7.0,2,92.09,0
1,2026-03-14 03:51:31.935883,13.21,0.1,8.0,3,92.05,0
1,2026-03-14 04:51:31.935883,13.61,0.1867,9.0,4,92.01,0
1,2026-03-14 05:51:31.935883,14.09,0.3067,10.0,5,92.0,0
1,2026-03-14 06:51:31.935883,14.9,0.5633,11.0,6,91.96,0
1,2026-03-14 07:51:31.935883,15.76,0.7167,12.0,7,91.94,0
1,2026-03-14 08:51:31.935883,20.31,2.0733,13.0,8,91.9,0
1,2026-03-14 09:51:31.935883,23.88,2.9933,14.0,9,91.86,0
1,2026-03-14 10:51:31.935883,28.73,4.3233,15.0,10,91.84,0
1,2026-03-14 11:51:31.935883,29.42,3.0367,16.0,11,91.81,0
1,2026-03-14 12:51:31.935883,33.47,3.1967,17.0,12,91.78,0
1,2026-03-14 13:51:31.935883,35.89,2.3867,18.0,13,91.74,0
1,2026-03-14 14:51:31.935883,38.52,3.0333,19.0,14,91.71,0
1,2026-03-14 15:51:31.935883,40.07,2.2,20.0,15,91.66,0
1,2026-03-14 16:51:31.935883,40.64,1.5833,21.0,16,91.64,0
1,2026-03-14 17:51:31.935883,44.77,2.0833,22.0,17,91.6,0
1,2026-03-14 18:51:31.935883,47.3,2.41,23.0,18,91.58,0
1,2026-03-14 19:51:31.935883,51.47,3.61,24.0,19,91.55,0
1,2026-03-14 20:51:31.935883,52.4,2.5433,25.0,20,91.51,0
1,2026-03-14 21:51:31.935883,52.92,1.8733,26.0,21,91.47,0
1,2026-03-14 22:51:31.935883,54.87,1.1333,27.0,22,91.45,0
1,2026-03-14 23:51:31.935883,56.56,1.3867,28.0,23,91.43,0
1,2026-03-15 00:51:31.935883,56.99,1.3567,29.0,0,91.39,1
1,2026-03-15 01:51:31.935883,57.07,0.7333,30.0,1,91.38,0
1,2026-03-15 02:51:31.935883,57.13,0.19,31.0,2,91.34,0
1,2026-03-15 03:51:31.935883,57.44,0.15,32.0,3,91.31,0
1,2026-03-15 04:51:31.935883,57.82,0.25,33.0,4,91.3,0
1,2026-03-15 05:51:31.935883,57.97,0.28,34.0,5,91.27,0
1,2026-03-15 06:51:31.935883,59.25,0.6033,35.0,6,91.24,0
1,2026-03-15 07:51:31.935883,61.14,1.1067,36.0,7,91.22,0
1,2026-03-15 08:51:31.935883,64.55,2.1933,37.0,8,91.2,1
1,2026-03-15 09:51:31.935883,68.65,3.1333,38.0,9,91.18,1
1,2026-03-15 10:51:31.935883,72.25,3.7033,39.0,10,91.13,1
1,2026-03-15 11:51:31.935883,74.21,3.22,40.0,11,91.1,1
1,2026-03-15 12:51:31.935883,78.17,3.1733,41.0,12,91.08,1
1,2026-03-15 13:51:31.935883,81.45,3.0667,42.0,13,91.05,1
1,2026-03-15 14:51:31.935883,10.43,-21.26,43.0,14,91.02,0
1,2026-03-15 15:51:31.935883,12.43,-21.9133,1.0,15,91.0,0
1,2026-03-15 16:51:31.935883,13.27,-22.7267,2.0,16,90.95,0
1,2026-03-15 17:51:31.935883,16.79,2.12,3.0,17,90.93,0
1,2026-03-15 18:51:31.935883,21.67,3.08,4.0,18,90.9,0
1,2026-03-15 19:51:31.935883,25.21,3.98,5.0,19,90.87,0
1,2026-03-15 20:51:31.935883,26.4,3.2033,6.0,20,90.83,0
1,2026-03-15 21:51:31.935883,28.19,2.1733,7.0,21,90.79,0
1,2026-03-15 22:51:31.935883,30.17,1.6533,8.0,22,90.75,0
1,2026-03-15 23:51:31.935883,31.84,1.8133,9.0,23,90.7,0
1,2026-03-16 00:51:31.935883,31.96,1.2567,10.0,0,90.65,0
1,2026-03-16 01:51:31.935883,32.23,0.6867,11.0,1,90.64,0
1,2026-03-16 02:51:31.935883,32.37,0.1767,12.0,2,90.63,0
1,2026-03-16 03:51:31.935883,32.5,0.18,13.0,3,90.59,0
1,2026-03-16 04:51:31.935883,32.86,0.21,14.0,4,90.54,0
1,2026-03-16 05:51:31.935883,33.28,0.3033,15.0,5,90.53,0
1,2026-03-16 06:51:31.935883,35.23,0.91,16.0,6,90.51,0
1,2026-03-16 07:51:31.935883,36.19,1.11,17.0,7,90.47,0
1,2026-03-16 08:51:31.935883,39.88,2.2,18.0,8,90.45,0
1,2026-03-16 09:51:31.935883,42.68,2.4833,19.0,9,90.41,0
1,2026-03-16 10:51:31.935883,46.4,3.4033,20.0,10,90.39,0
1,2026-03-16 11:51:31.935883,47.32,2.48,21.0,11,90.35,0
1,2026-03-16 12:51:31.935883,49.58,2.3,22.0,12,90.3,0
1,2026-03-16 13:51:31.935883,53.94,2.5133,23.0,13,90.28,0
1,2026-03-16 14:51:31.935883,58.55,3.7433,24.0,14,90.24,0
1,2026-03-16 15:51:31.935883,59.44,3.2867,25.0,15,90.21,0
1,2026-03-16 16:51:31.935883,60.13,2.0633,26.0,16,90.19,0
1,2026-03-16 17:51:31.935883,63.87,1.7733,27.0,17,90.14,0
1,2026-03-16 18:51:31.935883,68.19,2.9167,28.0,18,90.12,0
1,2026-03-16 19:51:31.935883,70.58,3.4833,29.0,19,90.08,0
1,2026-03-16 20:51:31.935883,71.86,2.6633,30.0,20,90.06,0
1,2026-03-16 21:51:31.935883,73.57,1.7933,31.0,21,90.03,0
1,2026-03-16 22:51:31.935883,74.84,1.42,32.0,22,90.0,0
1,2026-03-16 23:51:31.935883,76.08,1.4067,33.0,23,89.98,0
1,2026-03-17 00:51:31.935883,76.14,0.8567,34.0,0,89.95,1
1,2026-03-17 01:51:31.935883,76.41,0.5233,35.0,1,89.92,1
1,2026-03-17 02:51:31.935883,76.65,0.19,36.0,2,89.91,0
1,2026-03-17 03:51:31.935883,77.02,0.2933,37.0,3,89.86,1
1,2026-03-17 04:51:31.935883,77.07,0.22,38.0,4,89.84,0
1,2026-03-17 05:51:31.935883,77.14,0.1633,39.0,5,89.8,0
1,2026-03-17 06:51:31.935883,78.8,0.5933,40.0,6,89.76,1
1,2026-03-17 07:51:31.935883,79.42,0.7833,41.0,7,89.72,1
1,2026-03-17 08:51:31.935883,82.08,1.6467,42.0,8,89.69,1
1,2026-03-17 09:51:31.935883,12.18,-22.2067,43.0,9,89.67,0
1,2026-03-17 10:51:31.935883,14.28,-21.7133,1.0,10,89.64,0
1,2026-03-17 11:51:31.935883,16.21,-21.9567,2.0,11,89.62,0
1,2026-03-17 12:51:31.935883,19.95,2.59,3.0,12,89.6,0
1,2026-03-17 13:51:31.935883,23.53,3.0833,4.0,13,89.59,0
1,2026-03-17 14:51:31.935883,27.41,3.7333,5.0,14,89.55,0
1,2026-03-17 15:51:31.935883,28.28,2.7767,6.0,15,89.51,0
1,2026-03-17 16:51:31.935883,29.05,1.84,7.0,16,89.49,0
1,2026-03-17 17:51:31.935883,33.21,1.9333,8.0,17,89.48,0
1,2026-03-17 18:51:31.935883,37.33,3.0167,9.0,18,89.45,0
1,2026-03-17 19:51:31.935883,40.0,3.65,10.0,19,89.44,0
1,2026-03-17 20:51:31.935883,40.78,2.5233,11.0,20,89.4,0
1,2026-03-17 21:51:31.935883,41.42,1.3633,12.0,21,89.37,0
1,2026-03-17 22:51:31.935883,42.3,0.7667,13.0,22,89.32,0
1,2026-03-17 23:51:31.935883,43.22,0.8133,14.0,23,89.31,0
1,2026-03-18 00:51:31.935883,43.43,0.67,15.0,0,89.26,0
1,2026-03-18 01:51:31.935883,43.68,0.46,16.0,1,89.24,0
1,2026-03-18 02:51:31.935883,43.95,0.2433,17.0,2,89.2,0
1,2026-03-18 03:51:31.935883,44.17,0.2467,18.0,3,89.17,0
1,2026-03-18 04:51:31.935883,44.49,0.27,19.0,4,89.14,0
1,2026-03-18 05:51:31.935883,44.53,0.1933,20.0,5,89.13,0
1,2026-03-18 06:51:31.935883,46.51,0.78,21.0,6,89.11,0
1,2026-03-18 07:51:31.935883,48.25,1.2533,22.0,7,89.06,0
1,2026-03-18 08:51:31.935883,53.23,2.9,23.0,8,89.02,0
1,2026-03-18 09:51:31.935883,58.1,3.8633,24.0,9,89.0,1
1,2026-03-18 10:51:31.935883,62.25,4.6667,25.0,10,88.97,1
1,2026-03-18 11:51:31.935883,63.63,3.4667,26.0,11,88.96,1
1,2026-03-18 12:51:31.935883,66.12,2.6733,27.0,12,88.92,0
1,2026-03-18 13:51:31.935883,69.36,2.37,28.0,13,88.91,0
1,2026-03-18 14:51:31.935883,74.24,3.5367,29.0,14,88.87,1
1,2026-03-18 15:51:31.935883,75.92,3.2667,30.0,15,88.86,1
1,2026-03-18 16:51:31.935883,77.35,2.6633,31.0,16,88.81,1
1,2026-03-18 17:51:31.935883,79.77,1.8433,32.0,17,88.77,1
1,2026-03-18 18:51:31.935883,82.31,2.13,33.0,18,88.73,0
1,2026-03-18 19:51:31.935883,11.76,-21.8633,34.0,19,88.72,0
1,2026-03-18 20:51:31.935883,12.61,-22.3867,1.0,20,88.69,0
1,2026-03-18 21:51:31.935883,13.43,-22.96,2.0,21,88.65,0
1,2026-03-18 22:51:31.935883,13.96,0.7333,3.0,22,88.62,0
1,2026-03-18 23:51:31.935883,14.97,0.7867,4.0,23,88.6,0
1,2026-03-19 00:51:31.935883,15.25,0.6067,5.0,0,88.57,0
1,2026-03-19 01:51:31.935883,15.54,0.5267,6.0,1,88.56,0
1,2026-03-19 02:51:31.935883,16.04,0.3567,7.0,2,88.53,0
1,2026-03-19 03:51:31.935883,16.08,0.2767,8.0,3,88.5,0
1,2026-03-19 04:51:31.935883,16.47,0.31,9.0,4,88.46,0
1,2026-03-19 05:51:31.935883,16.72,0.2267,10.0,5,88.43,0
1,2026-03-19 06:51:31.935883,18.46,0.7933,11.0,6,88.41,0
1,2026-03-19 07:51:31.935883,19.03,0.8533,12.0,7,88.39,0
1,2026-03-19 08:51:31.935883,22.68,1.9867,13.0,8,88.35,0
1,2026-03-19 09:51:31.935883,26.42,2.6533,14.0,9,88.3,0
1,2026-03-19 10:51:31.935883,29.15,3.3733,15.0,10,88.29,0
1,2026-03-19 11:51:31.935883,29.72,2.3467,16.0,11,88.27,0
1,2026-03-19 12:51:31.935883,33.84,2.4733,17.0,12,88.23,0
1,2026-03-19 13:51:31.935883,38.24,3.03,18.0,13,88.19,0
1,2026-03-19 14:51:31.935883,41.34,3.8733,19.0,14,88.17,0
1,2026-03-19 15:51:31.935883,42.13,2.7633,20.0,15,88.14,0
1,2026-03-19 16:51:31.935883,43.62,1.7933,21.0,16,88.11,0
1,2026-03-19 17:51:31.935883,45.87,1.51,22.0,17,88.07,0
1,2026-03-19 18:51:31.935883,48.12,1.9967,23.0,18,88.05,0
1,2026-03-19 19:51:31.935883,52.19,2.8567,24.0,19,88.01,0
1,2026-03-19 20:51:31.935883,54.01,2.7133,25.0,20,87.99,0
1,2026-03-19 21:51:31.935883,55.15,2.3433,26.0,21,87.97,0
1,2026-03-19 22:51:31.935883,55.9,1.2367,27.0,22,87.94,0
1,2026-03-19 23:51:31.935883,56.64,0.8767,28.0,23,87.9,0
1,2026-03-20 00:51:31.935883,56.94,0.5967,29.0,0,87.87,0
1,2026-03-20 01:51:31.935883,57.08,0.3933,30.0,1,87.85,0
1,2026-03-20 02:51:31.935883,57.55,0.3033,31.0,2,87.81,0
1,2026-03-20 03:51:31.935883,58.01,0.3567,32.0,3,87.8,0
1,2026-03-20 04:51:31.935883,58.05,0.3233,33.0,4,87.78,0
1,2026-03-20 05:51:31.935883,58.21,0.22,34.0,5,87.75,0
1,2026-03-20 06:51:31.935883,59.6,0.53,35.0,6,87.74,0
1,2026-03-20 07:51:31.935883,61.43,1.1267,36.0,7,87.72,0
1,2026-03-20 08:51:31.935883,63.63,1.8067,37.0,8,87.7,1
1,2026-03-20 09:51:31.935883,66.33,2.2433,38.0,9,87.66,1
1,2026-03-20 10:51:31.935883,70.2,2.9233,39.0,10,87.64,1
1,2026-03-20 11:51:31.935883,71.08,2.4833,40.0,11,87.63,1
1,2026-03-20 12:51:31.935883,73.34,2.3367,41.0,12,87.58,1
1,2026-03-20 13:51:31.935883,77.7,2.5,42.0,13,87.54,1
1,2026-03-20 14:51:31.935883,82.35,3.7567,43.0,14,87.5,1
1,2026-03-20 15:51:31.935883,10.56,-20.9267,44.0,15,87.48,0
1,2026-03-20 16:51:31.935883,12.46,-21.7467,1.0,16,87.44,0
1,2026-03-20 17:51:31.935883,14.96,-22.4633,2.0,17,87.42,0
1,2026-03-20 18:51:31.935883,17.57,2.3367,3.0,18,87.4,0
1,2026-03-20 19:51:31.935883,21.25,2.93,4.0,19,87.35,0
1,2026-03-20 20:51:31.935883,22.82,2.62,5.0,20,87.34,0
1,2026-03-20 21:51:31.935883,24.6,2.3433,6.0,21,87.3,0
1,2026-03-20 22:51:31.935883,25.2,1.3167,7.0,22,87.29,0
1,2026-03-20 23:51:31.935883,25.96,1.0467,8.0,23,87.27,0
1,2026-03-21 00:51:31.935883,26.3,0.5667,9.0,0,87.25,0
1,2026-03-21 01:51:31.935883,26.71,0.5033,10.0,1,87.21,0
1,2026-03-21 02:51:31.935883,27.05,0.3633,11.0,2,87.19,0
1,2026-03-21 03:51:31.935883,27.07,0.2567,12.0,3,87.17,0
1,2026-03-21 04:51:31.935883,27.34,0.21,13.0,4,87.14,0
1,2026-03-21 05:51:31.935883,27.66,0.2033,14.0,5,87.09,0
1,2026-03-21 06:51:31.935883,28.38,0.4367,15.0,6,87.05,0
1,2026-03-21 07:51:31.935883,29.78,0.8133,16.0,7,87.03,0
1,2026-03-21 08:51:31.935883,32.06,1.4667,17.0,8,86.99,0
1,2026-03-21 09:51:31.935883,36.75,2.79,18.0,9,86.95,0
1,2026-03-21 10:51:31.935883,39.78,3.3333,19.0,10,86.92,0
1,2026-03-21 11:51:31.935883,40.54,2.8267,20.0,11,86.89,0
1,2026-03-21 12:51:31.935883,43.87,2.3733,21.0,12,86.87,0
1,2026-03-21 13:51:31.935883,46.69,2.3033,22.0,13,86.86,0
1,2026-03-21 14:51:31.935883,51.22,3.56,23.0,14,86.81,0
1,2026-03-21 15:51:31.935883,52.28,2.8033,24.0,15,86.8,0
1,2026-03-21 16:51:31.935883,54.16,2.49,25.0,16,86.78,0
1,2026-03-21 17:51:31.935883,58.96,2.58,26.0,17,86.74,0
1,2026-03-21 18:51:31.935883,62.95,3.5567,27.0,18,86.69,0
1,2026-03-21 19:51:31.935883,65.05,3.63,28.0,19,86.65,0
1,2026-03-21 20:51:31.935883,66.01,2.35,29.0,20,86.61,0
1,2026-03-21 21:51:31.935883,67.91,1.6533,30.0,21,86.6,0
1,2026-03-21 22:51:31.935883,68.71,1.22,31.0,22,86.56,0
1,2026-03-21 23:51:31.935883,70.21,1.4,32.0,23,86.55,0
1,2026-03-22 00:51:31.935883,70.23,0.7733,33.0,0,86.53,1
1,2026-03-22 01:51:31.935883,70.42,0.57,34.0,1,86.49,0
1,2026-03-22 02:51:31.935883,70.67,0.1533,35.0,2,86.46,0
1,2026-03-22 03:51:31.935883,71.13,0.3,36.0,3,86.42,0
1,2026-03-22 04:51:31.935883,71.41,0.33,37.0,4,86.4,0
1,2026-03-22 05:51:31.935883,71.56,0.2967,38.0,5,86.35,0
1,2026-03-22 06:51:31.935883,73.54,0.8033,39.0,6,86.33,1
1,2026-03-22 07:51:31.935883,75.23,1.2733,40.0,7,86.32,1
1,2026-03-22 08:51:31.935883,79.98,2.8067,41.0,8,86.29,1
1,2026-03-22 09:51:31.935883,83.52,3.3267,42.0,9,86.26,1
1,2026-03-22 10:51:31.935883,7.72,-22.5033,43.0,10,86.25,0
1,2026-03-22 11:51:31.935883,8.37,-23.87,1.0,11,86.23,0
1,2026-03-22 12:51:31.935883,12.53,-23.6633,2.0,12,86.19,0
1,2026-03-22 13:51:31.935883,17.08,3.12,3.0,13,86.17,0
1,2026-03-22 14:51:31.935883,22.05,4.56,4.0,14,86.14,0
1,2026-03-22 15:51:31.935883,23.61,3.6933,5.0,15,86.09,0
1,2026-03-22 16:51:31.935883,24.52,2.48,6.0,16,86.06,0
1,2026-03-22 17:51:31.935883,27.94,1.9633,7.0,17,86.05,0
1,2026-03-22 18:51:31.935883,31.66,2.6833,8.0,18,86.02,0
1,2026-03-22 19:51:31.935883,34.22,3.2333,9.0,19,86.0,0
1,2026-03-22 20:51:31.935883,35.09,2.3833,10.0,20,85.98,0
1,2026-03-22 21:51:31.935883,36.16,1.5,11.0,21,85.95,0
1,2026-03-22 22:51:31.935883,37.57,1.1167,12.0,22,85.93,0
1,2026-03-22 23:51:31.935883,38.32,1.0767,13.0,23,85.91,0
1,2026-03-23 00:51:31.935883,38.43,0.7567,14.0,0,85.89,0
1,2026-03-23 01:51:31.935883,38.69,0.3733,15.0,1,85.87,0
1,2026-03-23 02:51:31.935883,38.93,0.2033,16.0,2,85.85,0
1,2026-03-23 03:51:31.935883,39.18,0.25,17.0,3,85.81,0
1,2026-03-23 04:51:31.935883,39.49,0.2667,18.0,4,85.79,0
1,2026-03-23 05:51:31.935883,39.73,0.2667,19.0,5,85.76,0
1,2026-03-23 06:51:31.935883,41.62,0.8133,20.0,6,85.72,0
1,2026-03-23 07:51:31.935883,42.48,0.9967,21.0,7,85.68,0
1,2026-03-23 08:51:31.935883,45.63,1.9667,22.0,8,85.64,0
1,2026-03-23 09:51:31.935883,50.35,2.91,23.0,9,85.62,0
1,2026-03-23 10:51:31.935883,55.02,4.18,24.0,10,85.6,1
1,2026-03-23 11:51:31.935883,56.28,3.55,25.0,11,85.57,0
1,2026-03-23 12:51:31.935883,60.76,3.47,26.0,12,85.54,0
1,2026-03-23 13:51:31.935883,65.13,3.37,27.0,13,85.52,0
1,2026-03-23 14:51:31.935883,69.4,4.3733,28.0,14,85.49,1
1,2026-03-23 15:51:31.935883,70.5,3.2467,29.0,15,85.45,0
1,2026-03-23 16:51:31.935883,71.71,2.1933,30.0,16,85.42,0
1,2026-03-23 17:51:31.935883,74.02,1.54,31.0,17,85.41,0
1,2026-03-23 18:51:31.935883,78.81,2.77,32.0,18,85.37,0
1,2026-03-23 19:51:31.935883,82.36,3.55,33.0,19,85.33,0
1,2026-03-23 20:51:31.935883,8.45,-21.8567,34.0,20,85.3,0
1,2026-03-23 21:51:31.935883,9.55,-23.0867,1.0,21,85.25,0
